/*
 * To change this license header, choose License Headers in Project Properties.
 * To change this template file, choose Tools | Templates
 * and open the template in the editor.
 */line 0 cols 0-188 is COMMENT
package                                           line 5 cols 7-14 is T_IDENTIFIER
.                                                 line 295 cols 87-88 is T_PUNCTUATION
logging                                           line 295 cols 94-101 is T_IDENTIFIER
.                                                 line 295 cols 95-96 is T_PUNCTUATION
Level                                             line 295 cols 100-105 is T_IDENTIFIER
.                                                 line 295 cols 101-102 is T_PUNCTUATION
SEVERE                                            line 295 cols 107-113 is T_IDENTIFIER
,                                                 line 295 cols 108-109 is T_PUNCTUATION
null                                              line 295 cols 113-117 is T_IDENTIFIER
,                                                 line 295 cols 114-115 is T_PUNCTUATION
ex                                                line 295 cols 117-119 is T_IDENTIFIER
)                                                 line 295 cols 118-119 is T_PUNCTUATION
;                                                 line 295 cols 119-120 is T_PUNCTUATION
}                                                 line 296 cols 9-10 is T_PUNCTUATION
catch                                             line 296 cols 15-20 is T_IDENTIFIER
(                                                 line 296 cols 17-18 is T_PUNCTUATION
javax                                             line 296 cols 22-27 is T_IDENTIFIER
.                                                 line 296 cols 23-24 is T_PUNCTUATION
swing                                             line 296 cols 28-33 is T_IDENTIFIER
.                                                 line 296 cols 29-30 is T_PUNCTUATION
UnsupportedLookAndFeelException                   line 296 cols 60-91 is T_IDENTIFIER
ex                                                line 296 cols 63-65 is T_IDENTIFIER
)                                                 line 296 cols 64-65 is T_PUNCTUATION
{                                                 line 296 cols 66-67 is T_PUNCTUATION
java                                              line 297 cols 16-20 is T_IDENTIFIER
.                                                 line 297 cols 17-18 is T_PUNCTUATION
util                                              line 297 cols 21-25 is T_IDENTIFIER
.                                                 line 297 cols 22-23 is T_PUNCTUATION
logging                                           line 297 cols 29-36 is T_IDENTIFIER
.                                                 line 297 cols 30-31 is T_PUNCTUATION
Logger                                            line 297 cols 36-42 is T_IDENTIFIER
.                                                 line 297 cols 37-38 is T_PUNCTUATION
getLogger                                         line 297 cols 46-55 is T_IDENTIFIER
